FileName,FileTrialIndex,Attempt,Block,TrialType,NStim,ChosenTarget,RichTarget,HighSalienceTarget,PassEye,MouseEyeSim,CorrectionRepeat,GoodTrial,RealEyeChoice,PrimaryChoice,T1X,T1Y,T2X,T2Y,FixX,FixY,T1Angle,T2Angle,T1HorizontalSide,T2HorizontalSide,T1VerticalSide,T2VerticalSide,StraddlesLR,StraddlesUD,RightmostTarget,LeftmostTarget,UppermostTarget,LowermostTarget,ChosenX,ChosenY,ChosenAngle,ChosenHorizontalSide,ChosenVerticalSide,ChoseRich,ChoseHighSalience,ChoseRightmost,ChoseUppermost,PreviousChosenTargetPrimary,RepeatIdentityPrimary
trial0011.mat,11,11,1,1,2,1,1,1,0,0,0,1,1,1,-8.2545659401072,5.64465598069733,-3.42462231072478,-9.3953159621636,0,0,145.634810287584,249.973042321007,2,2,1,2,0,1,2,1,1,2,-8.2545659401072,5.64465598069733,145.634810287584,2,1,1,1,0,1,1,1
trial0012.mat,12,12,1,1,2,1,1,1,0,0,0,1,1,1,-4.64471921503304,8.85587846650477,-1.2482220693614,-9.92179125287159,0,0,117.676051070213,262.829511424138,2,2,1,2,0,1,2,1,1,2,-4.64471921503304,8.85587846650477,117.676051070213,2,1,1,1,0,1,1,1
trial0013.mat,13,13,1,2,2,1,1,2,0,0,0,1,1,1,0.251785255221028,9.99682970672469,7.77961637490342,-6.28311778174932,0,0,88.5572242825932,321.0743218705,1,1,1,2,0,1,2,1,1,2,0.251785255221028,9.99682970672469,88.5572242825932,1,1,1,0,0,1,1,1
trial0014.mat,14,14,1,2,2,2,1,2,0,0,0,1,1,1,-0.242010055806969,-9.99707112772978,2.53069181672074,9.67448184290935,0,0,268.613249130404,75.3407948325245,2,1,2,1,1,1,2,1,2,1,2.53069181672074,9.67448184290935,75.3407948325245,1,1,0,1,1,1,1,0
trial0015.mat,15,15,1,1,2,1,1,1,0,0,0,1,1,1,-3.14263925359434,9.49335654664713,-9.20585181192208,-3.90541834083507,0,0,108.316383367091,202.988218098742,2,2,1,2,0,1,1,2,1,2,-3.14263925359434,9.49335654664713,108.316383367091,2,1,1,1,1,1,2,0
trial0016.mat,16,16,1,1,2,1,1,1,0,0,0,1,1,1,5.46792004370388,-8.37268477823341,-9.56411383340629,-2.92022714555675,0,0,303.147208205378,196.979091865195,1,2,2,2,1,0,1,2,2,1,5.46792004370388,-8.37268477823341,303.147208205378,1,2,1,1,1,0,1,1
trial0017.mat,17,17,1,2,2,2,1,2,0,0,0,1,1,1,-5.75064594174662,-8.18108007861267,9.67979642016185,2.51028708800845,0,0,234.895844109859,14.5383942141265,2,1,2,1,1,1,2,1,2,1,9.67979642016185,2.51028708800845,14.5383942141265,1,1,0,1,1,1,1,0
trial0018.mat,18,18,1,1,2,2,1,1,0,0,0,1,1,1,9.62362311668087,-2.71769720684362,-8.79206858222078,-4.76440238073217,0,0,344.23039728171,208.453165272879,1,2,2,2,1,0,1,2,1,2,-8.79206858222078,-4.76440238073217,208.453165272879,2,2,0,0,0,0,2,1
trial0019.mat,19,19,1,1,2,1,1,1,0,0,0,1,1,1,-4.43973423728975,8.9603995392079,-7.62622635373983,-6.46843656547114,0,0,116.357677402877,220.304047656326,2,2,1,2,0,1,1,2,1,2,-4.43973423728975,8.9603995392079,116.357677402877,2,1,1,1,1,1,2,0
trial0020.mat,20,20,1,1,2,2,1,1,0,0,0,1,1,1,-1.89957868508134,-9.81792242886369,-7.52966580473111,6.58058757779752,0,0,259.049674535844,138.848009863666,2,2,2,1,0,1,1,2,2,1,-7.52966580473111,6.58058757779752,138.848009863666,2,1,0,0,0,1,1,0
trial0022.mat,22,22,1,1,2,1,1,1,0,0,0,1,1,1,8.97328236431628,4.41363836423539,-9.66780985734492,2.55606192456765,0,0,26.1909316847955,165.190492138887,1,2,1,1,1,0,1,2,1,2,8.97328236431628,4.41363836423539,26.1909316847955,1,1,1,1,1,1,2,0
trial0023.mat,23,23,1,2,2,1,1,2,0,0,0,1,1,1,-9.18693579770791,3.94971019807692,-0.322457127332886,-9.99479971790492,0,0,156.735833346293,268.152136428157,2,2,1,2,0,1,2,1,1,2,-9.18693579770791,3.94971019807692,156.735833346293,2,1,1,0,0,1,1,1
trial0024.mat,24,24,1,2,2,1,1,2,0,0,0,1,1,1,-6.93467949521266,7.20487475940263,-4.93278413538574,-8.69871488633159,0,0,133.90525796926,240.44370908531,2,2,1,2,0,1,2,1,1,2,-6.93467949521266,7.20487475940263,133.90525796926,2,1,1,0,0,1,1,1
trial0025.mat,25,25,1,2,2,0,1,2,0,0,0,0,0,0,9.99445041028241,-0.333108085170157,-3.12544839699819,-9.49903007247063,0,0,358.091078122299,251.787338537895,1,2,2,2,1,0,1,2,1,2,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN
trial0026.mat,26,26,1,2,2,2,1,2,0,0,0,1,1,1,-0.11195435790187,-9.99937329144916,-3.28708549293332,9.4443141075542,0,0,269.358535378978,109.190408429662,2,2,2,1,0,1,1,2,2,1,-3.28708549293332,9.4443141075542,109.190408429662,2,1,0,1,0,1,1,0
trial0027.mat,27,27,1,2,2,1,1,2,0,0,0,1,1,1,-9.71473682065836,2.37147390990175,4.44538253982898,8.95759867791495,0,0,166.281761995953,63.606199824672,2,1,1,1,1,0,2,1,2,1,-9.71473682065836,2.37147390990175,166.281761995953,2,1,1,0,0,0,2,0
trial0028.mat,28,28,1,1,2,2,1,1,0,0,0,1,1,1,-9.63947331225705,-2.66093108935275,9.21682467401943,3.87945136950918,0,0,195.431915623311,22.826700104376,2,1,2,1,1,1,2,1,2,1,9.21682467401943,3.87945136950918,22.826700104376,1,1,0,0,1,1,1,0
trial0029.mat,29,29,1,1,2,2,1,1,0,0,0,1,1,1,-4.46189157822907,-8.94938676916628,9.99989098135884,-0.046694335183232,0,0,243.500554130264,359.732460194455,2,1,2,2,1,0,2,1,2,1,9.99989098135884,-0.046694335183232,359.732460194455,1,2,0,0,1,1,2,1
trial0030.mat,30,30,1,2,2,2,1,2,0,0,0,1,1,1,7.33738062699464,6.79432450907401,6.42560292409629,-7.66235127502291,0,0,42.7993086597452,309.983000072922,1,1,1,2,0,1,1,2,1,2,6.42560292409629,-7.66235127502291,309.983000072922,1,2,0,1,0,0,2,1
trial0032.mat,32,32,1,2,2,0,1,2,0,0,0,0,0,0,9.00193322769226,-4.35490506947855,-8.14593756321208,5.80031906159053,0,0,334.183490297903,144.547213220419,1,2,2,1,1,1,1,2,2,1,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN
trial0033.mat,33,33,1,2,2,2,1,2,0,0,0,1,1,1,9.2819512003632,3.72093831097428,-5.00187139534134,8.6591733176133,0,0,21.8448073523333,120.012381824438,1,2,1,1,1,0,1,2,2,1,-5.00187139534134,8.6591733176133,120.012381824438,2,1,0,1,0,1,2,1
trial0046.mat,46,46,1,1,2,0,1,1,0,0,0,0,0,0,-3.37810454622188,9.41214160936793,5.6924646321822,-8.22166932023873,0,0,109.743531157008,304.697696043286,2,1,1,2,1,1,2,1,1,2,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN
trial0057.mat,57,57,1,2,2,0,1,2,0,0,0,0,0,0,4.840788338054,8.75024389752425,-3.16166360505541,-9.48703764346216,0,0,61.047862278312,251.568759726277,1,2,1,2,1,1,1,2,1,2,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN
trial0066.mat,66,66,1,2,2,1,1,2,0,0,0,1,1,1,5.93670342921777,8.04708347126548,6.30354763709367,-7.76307201994744,0,0,53.5820982027269,309.076301211353,1,1,1,2,0,1,2,1,1,2,5.93670342921777,8.04708347126548,53.5820982027269,1,1,1,0,0,1,2,0
trial0067.mat,67,67,1,2,2,2,1,2,0,0,0,1,1,1,-8.91958930896111,-4.52116429246569,9.45340363926845,3.26085259296799,0,0,206.879553145679,19.0313380586138,2,1,2,1,1,1,2,1,2,1,9.45340363926845,3.26085259296799,19.0313380586138,1,1,0,1,1,1,1,0
trial0068.mat,68,68,1,1,2,2,1,1,0,0,0,1,1,1,8.77719545863239,4.79174705936811,-9.99999969473526,-0.00247088945174176,0,0,28.6315146231163,180.014157153867,1,2,1,2,1,1,1,2,1,2,-9.99999969473526,-0.00247088945174176,180.014157153867,2,2,0,0,0,0,2,1
trial0069.mat,69,69,1,2,2,1,1,2,0,0,0,1,1,1,9.62665084897624,-2.70695279454687,-2.05169461531324,9.78726464368337,0,0,344.294355791093,101.839419342792,1,2,2,1,1,1,1,2,2,1,9.62665084897624,-2.70695279454687,344.294355791093,1,2,1,0,1,0,2,0
trial0071.mat,71,71,1,2,2,1,1,2,0,0,0,1,1,1,9.84524702341844,-1.75245857236919,-4.97845989285314,-8.67265455874109,0,0,349.907034207411,240.142406173501,1,2,2,2,1,0,1,2,1,2,9.84524702341844,-1.75245857236919,349.907034207411,1,2,1,0,1,1,1,1
trial0072.mat,72,72,1,2,2,1,1,2,0,0,0,1,1,1,9.112436065283,-4.11867805929641,3.33619651461189,9.42707763922052,0,0,335.677778427726,70.5113784914888,1,1,2,1,0,1,1,2,2,1,9.112436065283,-4.11867805929641,335.677778427726,1,2,1,0,1,0,1,1
trial0075.mat,75,75,1,1,2,1,1,1,0,0,0,1,1,1,9.9815633104294,-0.60695459458646,-3.33703028267813,-9.42678253130352,0,0,356.520267582907,250.506310946612,1,2,2,2,1,0,1,2,1,2,9.9815633104294,-0.60695459458646,356.520267582907,1,2,1,1,1,1,1,1
trial0076.mat,76,76,1,2,2,2,1,2,0,0,0,1,1,1,8.29389448324624,5.58670871808954,-6.40478282368304,-7.67976282065109,0,0,33.9639294227259,230.17250693778,1,2,1,2,1,1,1,2,1,2,-6.40478282368304,-7.67976282065109,230.17250693778,2,2,0,1,0,0,1,0
trial0077.mat,77,77,1,1,2,1,1,1,0,0,0,1,1,1,-3.88013487547701,-9.2165369498585,-8.97648705135448,4.40711699604916,0,0,247.169050859772,153.850700811827,2,2,2,1,0,1,1,2,2,1,-3.88013487547701,-9.2165369498585,247.169050859772,2,2,1,1,1,0,2,0
trial0078.mat,78,78,1,2,2,1,1,2,0,0,0,1,1,1,4.20438474281985,9.07321050865368,7.35022385769724,-6.7804283966235,0,0,65.1377267044636,317.309107707038,1,1,1,2,0,1,2,1,1,2,4.20438474281985,9.07321050865368,65.1377267044636,1,1,1,0,0,1,1,1
trial0079.mat,79,79,1,2,2,1,1,2,0,0,0,1,1,1,6.02764237680861,-7.97919340392881,-6.68493148420133,7.43718300511247,0,0,307.068129171923,131.950871540722,1,2,2,1,1,1,1,2,2,1,6.02764237680861,-7.97919340392881,307.068129171923,1,2,1,0,1,0,1,1
trial0080.mat,80,80,1,2,2,2,1,2,0,0,0,1,1,1,7.0907514396624,-7.05132923787605,-7.62846235209572,-6.4657994202309,0,0,315.15971623854,220.284237708888,1,2,2,2,1,0,1,2,2,1,-7.62846235209572,-6.4657994202309,220.284237708888,2,2,0,1,0,1,1,0
trial0081.mat,81,81,1,1,2,1,1,1,0,0,0,1,1,1,9.88085150369942,-1.53908205169215,-9.4931830233087,-3.14316338836585,0,0,351.146518768822,198.319546735559,1,2,2,2,1,0,1,2,1,2,9.88085150369942,-1.53908205169215,351.146518768822,1,2,1,1,1,1,2,0
trial0082.mat,82,82,1,1,2,2,1,1,0,0,0,1,1,1,-4.74209455377931,8.80412058317108,-2.15634977760906,-9.7647404285319,0,0,118.30789022068,257.547217289499,2,2,1,2,0,1,2,1,1,2,-2.15634977760906,-9.7647404285319,257.547217289499,2,2,0,0,1,0,1,0
trial0083.mat,83,83,1,2,2,2,1,2,0,0,0,1,1,1,-8.77440798978945,-4.79684942735532,4.67304529354745,8.8409641829641,0,0,208.664827151378,62.1405305206206,2,1,2,1,1,1,2,1,2,1,4.67304529354745,8.8409641829641,62.1405305206206,1,1,0,1,1,1,2,1
trial0084.mat,84,84,1,1,2,1,1,1,0,0,0,1,1,1,9.99996541933403,0.0262985194191981,-0.0722841613733369,9.99973874658806,0,0,0.150679590703016,90.4141613439419,1,2,1,1,1,0,1,2,2,1,9.99996541933403,0.0262985194191981,0.150679590703016,1,1,1,1,1,0,2,0
trial0085.mat,85,85,1,1,2,1,1,1,0,0,0,1,1,1,-9.68567329580614,2.48751538827558,-0.977008756301154,-9.95215825286711,0,0,165.596353014297,264.393208025834,2,2,1,2,0,1,2,1,1,2,-9.68567329580614,2.48751538827558,165.596353014297,2,1,1,1,0,1,1,1
trial0086.mat,86,86,1,2,2,2,1,2,0,0,0,1,1,1,-4.46406131798353,8.94830467458966,2.94162049133556,-9.55755559151788,0,0,116.513337821148,287.107296979939,2,1,1,2,1,1,2,1,1,2,2.94162049133556,-9.55755559151788,287.107296979939,1,2,0,1,1,0,1,0
trial0087.mat,87,87,1,1,2,1,1,1,0,0,0,1,1,1,6.99635580508103,7.14499863181995,-9.60679986187755,-2.7765799851309,0,0,45.6022261185473,196.120476346197,1,2,1,2,1,1,1,2,1,2,6.99635580508103,7.14499863181995,45.6022261185473,1,1,1,1,1,1,2,0
trial0088.mat,88,88,1,2,2,2,1,2,0,0,0,1,1,1,-1.08308279633356,-9.94117355528442,-6.93382776477999,7.20569445149918,0,0,263.782195524708,133.898485084955,2,2,2,1,0,1,1,2,2,1,-6.93382776477999,7.20569445149918,133.898485084955,2,1,0,1,0,1,1,0
trial0090.mat,90,90,1,2,2,0,1,2,0,0,0,0,0,0,8.30496479417337,5.57023875319011,-3.17731664058619,-9.48180673529334,0,0,33.8502277337113,251.474199124587,1,2,1,2,1,1,1,2,1,2,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN
trial0091.mat,91,91,1,1,2,2,1,1,0,0,0,1,1,1,0.0829445724828504,-9.99965600397812,9.59548094467964,2.81544764474319,0,0,270.475242843079,16.3524227317815,1,1,2,1,0,1,2,1,2,1,9.59548094467964,2.81544764474319,16.3524227317815,1,1,0,0,1,1,2,1
trial0092.mat,92,92,1,2,2,1,1,2,0,0,0,1,1,1,-1.24983919389543,9.92158767483324,-5.60963525716853,-8.27840517741985,0,0,97.1798271477738,235.877541813379,2,2,1,2,0,1,1,2,1,2,-1.24983919389543,9.92158767483324,97.1798271477738,2,1,1,0,1,1,2,0
trial0093.mat,93,93,1,1,2,1,1,1,0,0,0,1,1,1,6.81666173390971,7.31663329718328,-9.34055461545962,3.5712798092023,0,0,47.0260186909028,159.076080095656,1,2,1,1,1,0,1,2,1,2,6.81666173390971,7.31663329718328,47.0260186909028,1,1,1,1,1,1,1,1
trial0094.mat,94,94,1,1,2,2,1,1,0,0,0,1,1,1,-8.05515246476299,-5.92575048153588,9.24891486749886,-3.80231163553944,0,0,216.339955159166,337.651997807456,2,1,2,2,1,0,2,1,2,1,9.24891486749886,-3.80231163553944,337.651997807456,1,2,0,0,1,1,1,0
trial0095.mat,95,95,1,2,2,1,1,2,0,0,0,1,1,1,8.76542465204051,-4.81324533650639,-6.21045110511891,-7.83774821431049,0,0,331.228054822904,231.607505790542,1,2,2,2,1,0,1,2,1,2,8.76542465204051,-4.81324533650639,331.228054822904,1,2,1,0,1,1,2,0
trial0096.mat,96,96,1,1,2,2,1,1,0,0,0,1,1,1,9.99936987353582,-0.112259218882639,-9.96646543556627,0.818270567515957,0,0,359.35678854445,175.306407237975,1,2,2,1,1,1,1,2,2,1,-9.96646543556627,0.818270567515957,175.306407237975,2,1,0,0,0,1,1,0
trial0097.mat,97,97,1,1,2,1,1,1,0,0,0,1,1,1,5.71247979248948,8.20777525401368,-6.86851473641098,-7.2679780761712,0,0,55.1627029325432,226.618610415908,1,2,1,2,1,1,1,2,1,2,5.71247979248948,8.20777525401368,55.1627029325432,1,1,1,1,1,1,2,0
trial0098.mat,98,98,1,2,2,2,1,2,0,0,0,1,1,1,4.58161640666238,-8.8886889416945,2.029203539115,9.79195246091622,0,0,297.268545012624,78.2922144369625,1,1,2,1,0,1,1,2,2,1,2.029203539115,9.79195246091622,78.2922144369625,1,1,0,1,0,1,1,0
trial0099.mat,99,99,1,1,2,2,1,1,0,0,0,1,1,1,-7.45499273839023,6.66506438607677,7.02155334945118,7.12023795675474,0,0,138.202000708173,45.399816374262,2,1,1,1,1,0,2,1,2,1,7.02155334945118,7.12023795675474,45.399816374262,1,1,0,0,1,1,2,1
trial0100.mat,100,100,1,2,2,2,1,2,0,0,0,1,1,1,-7.90110024761843,6.12965046940558,9.88163016909352,-1.53407470524115,0,0,142.195794666668,351.175553564837,2,1,1,2,1,1,2,1,1,2,9.88163016909352,-1.53407470524115,351.175553564837,1,2,0,1,1,0,2,1
trial0101.mat,101,101,1,2,2,2,1,2,0,0,0,1,1,1,-3.67556698181713,9.30001114849739,9.8952871702443,-1.44336129170715,0,0,111.565011229974,351.701162202615,2,1,1,2,1,1,2,1,1,2,9.8952871702443,-1.44336129170715,351.701162202615,1,2,0,1,1,0,2,1
trial0102.mat,102,102,1,1,2,1,1,1,0,0,0,1,1,1,-3.57876610811597,9.33768885449716,9.76870448733258,2.13832005068659,0,0,110.969848560285,12.3470126356864,2,1,1,1,1,0,2,1,1,2,-3.57876610811597,9.33768885449716,110.969848560285,2,1,1,1,0,1,2,0
trial0103.mat,103,103,1,1,2,2,1,1,0,0,0,1,1,1,9.36966286474627,3.49419773352834,-9.42770758180895,-3.33441595364197,0,0,20.4518299747919,199.477799997978,1,2,1,2,1,1,1,2,1,2,-9.42770758180895,-3.33441595364197,199.477799997978,2,2,0,0,0,0,1,0
trial0104.mat,104,104,1,1,2,2,1,1,0,0,0,1,1,1,-9.11614926932118,-4.11045283386819,6.93645950452206,7.20316107984027,0,0,204.270514798331,46.0805850670095,2,1,2,1,1,1,2,1,2,1,6.93645950452206,7.20316107984027,46.0805850670095,1,1,0,0,1,1,2,1
trial0105.mat,105,105,1,2,2,0,1,2,0,0,0,0,0,0,-2.00818565170052,-9.7962845195668,4.48969759767843,8.93546951656154,0,0,258.415169431043,63.3223960002346,2,1,2,1,1,1,2,1,2,1,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN
trial0121.mat,121,121,1,1,2,1,1,1,0,0,0,1,1,1,-9.99865527412837,-0.163989966598482,2.71405112824065,-9.62465201829633,0,0,180.939635415638,285.747896366759,2,1,2,2,1,0,2,1,1,2,-9.99865527412837,-0.163989966598482,180.939635415638,2,2,1,1,0,1,2,0
trial0122.mat,122,122,1,1,2,2,1,1,0,0,0,1,1,1,-6.25762151973491,-7.80013928822752,3.77924511874753,9.25836412831246,0,0,231.261850729653,67.7948187349645,2,1,2,1,1,1,2,1,2,1,3.77924511874753,9.25836412831246,67.7948187349645,1,1,0,0,1,1,1,0
trial0124.mat,124,124,1,2,2,1,1,2,0,0,0,1,1,1,8.74899116033742,4.84305210340934,-9.05260226455935,4.248575318821,0,0,28.9669617067955,154.858354020394,1,2,1,1,1,0,1,2,1,2,8.74899116033742,4.84305210340934,28.9669617067955,1,1,1,0,1,1,2,0
trial0125.mat,125,125,1,2,2,2,1,2,0,0,0,1,1,1,-6.79111907970285,-7.34034751529489,-3.3176908359106,9.43360628377689,0,0,227.225716680661,109.376186885177,2,2,2,1,0,1,2,1,2,1,-3.3176908359106,9.43360628377689,109.376186885177,2,1,0,1,1,1,1,0
trial0126.mat,126,126,1,2,2,2,1,2,0,0,0,1,1,1,-3.14782689654395,9.49163767899905,6.23898121549915,-7.81505683873437,0,0,108.347695469239,308.601358128492,2,1,1,2,1,1,2,1,1,2,6.23898121549915,-7.81505683873437,308.601358128492,1,2,0,1,1,0,2,1
trial0127.mat,127,127,1,2,2,1,1,2,0,0,0,1,1,1,9.96005660076168,0.892901175732086,-3.99060181330441,-9.16924736102432,0,0,5.12276940129266,246.480560986657,1,2,1,2,1,1,1,2,1,2,9.96005660076168,0.892901175732086,5.12276940129266,1,1,1,0,1,1,2,0
trial0128.mat,128,128,1,2,2,1,1,2,0,0,0,1,1,1,9.8048394306822,-1.96599179513534,-3.86036288294547,-9.22483595583016,0,0,348.661841629494,247.291910616075,1,2,2,2,1,0,1,2,1,2,9.8048394306822,-1.96599179513534,348.661841629494,1,2,1,0,1,1,1,1
trial0129.mat,129,129,1,2,2,2,1,2,0,0,0,1,1,1,-9.84583431933297,-1.74915595538107,8.06889365433313,5.9070259179271,0,0,190.073746328741,36.2068821106499,2,1,2,1,1,1,2,1,2,1,8.06889365433313,5.9070259179271,36.2068821106499,1,1,0,1,1,1,1,0
trial0130.mat,130,130,1,2,2,2,1,2,0,0,0,1,1,1,-8.53418228523062,-5.21226752214963,-0.550131040238672,9.98485632538425,0,0,211.414575637687,93.1536107477563,2,2,2,1,0,1,2,1,2,1,-0.550131040238672,9.98485632538425,93.1536107477563,2,1,0,1,1,1,2,1
trial0131.mat,131,131,1,1,2,2,1,1,0,0,0,1,1,1,9.05190154627832,4.25006804610045,-8.23393770670257,5.67470438367865,0,0,25.1510941228721,145.425980571691,1,2,1,1,1,0,1,2,2,1,-8.23393770670257,5.67470438367865,145.425980571691,2,1,0,0,0,1,2,1
trial0172.mat,172,172,1,1,2,1,1,1,0,0,0,1,1,1,9.83014422616556,1.83528321868424,-3.47715568012464,9.37600065999235,0,0,10.5753424409566,110.347652551147,1,2,1,1,1,0,1,2,2,1,9.83014422616556,1.83528321868424,10.5753424409566,1,1,1,1,1,0,2,0
trial0173.mat,173,173,1,2,2,2,1,2,0,0,0,1,1,1,-7.64313672886246,6.44844639769253,9.6474505771384,2.63186195718393,0,0,139.845971907022,15.2592040664271,2,1,1,1,1,0,2,1,1,2,9.6474505771384,2.63186195718393,15.2592040664271,1,1,0,1,1,0,1,0
trial0174.mat,174,174,1,2,2,1,1,2,0,0,0,1,1,1,9.94395142423629,1.05727483296876,-6.90260922849441,7.23560542309376,0,0,6.06908159324735,133.650766721512,1,2,1,1,1,0,1,2,2,1,9.94395142423629,1.05727483296876,6.06908159324735,1,1,1,0,1,0,2,0
trial0175.mat,175,175,1,1,2,1,1,1,0,0,0,1,1,1,9.186244891247,-3.95131684353944,-8.38514945818712,5.44878597155955,0,0,336.725812870742,146.983632222673,1,2,2,1,1,1,1,2,2,1,9.186244891247,-3.95131684353944,336.725812870742,1,2,1,1,1,0,1,1
trial0176.mat,176,176,1,2,2,1,1,2,0,0,0,1,1,1,-9.98704998341306,0.508755961939653,8.31777633896445,5.55108969257056,0,0,177.083784114358,33.718220640414,2,1,1,1,1,0,2,1,2,1,-9.98704998341306,0.508755961939653,177.083784114358,2,1,1,0,0,0,1,1
trial0178.mat,178,178,1,1,2,1,1,1,0,0,0,1,1,1,2.93470727265056,9.55968060260655,-9.76725851711578,2.14491516378369,0,0,72.9341418799688,167.614302592907,1,2,1,1,1,0,1,2,1,2,2.93470727265056,9.55968060260655,72.9341418799688,1,1,1,1,1,1,1,1
trial0179.mat,179,179,1,1,2,1,1,1,0,0,0,1,1,1,1.69400972653796,-9.85547213716293,-9.99509713032023,0.313102787378567,0,0,279.752992177356,178.205759932516,1,2,2,1,1,1,1,2,2,1,1.69400972653796,-9.85547213716293,279.752992177356,1,2,1,1,1,0,1,1
trial0180.mat,180,180,1,2,2,2,1,2,0,0,0,1,1,1,3.49188335334949,9.37052563342104,2.55855056001601,-9.66715154695745,0,0,69.5623218802735,284.824257133601,1,1,1,2,0,1,1,2,1,2,2.55855056001601,-9.66715154695745,284.824257133601,1,2,0,1,0,0,1,0
trial0182.mat,182,182,1,2,2,1,1,2,0,0,0,1,1,1,-6.01418558280051,-7.98934113526481,-6.2859594191024,7.77732050139364,0,0,233.028437901033,128.946609476939,2,2,2,1,0,1,1,2,2,1,-6.01418558280051,-7.98934113526481,233.028437901033,2,2,1,0,1,0,2,0
trial0183.mat,183,183,1,1,2,1,1,1,0,0,0,1,1,1,2.82835014893851,9.59168574521703,4.18200031060216,-9.08354960365844,0,0,73.5705196248405,294.720999980786,1,1,1,2,0,1,2,1,1,2,2.82835014893851,9.59168574521703,73.5705196248405,1,1,1,1,0,1,1,1
